,Village,Group ID,Member ID,Branch Name,Circle Name,Loan Amount,Product Type,Name of Model,Product Detail,Institution Name,Manufacturer Name,Loan Account Number,Loan Application Date,Product Installed Date,Document Signature Date,loan_id,household_id,product_id,branch_id,partner_id
95,Shidlaghatta Rural,555705,7,Shidlaghatta,Shidlaghatta A,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,45013,2017-10-16T00:00:00+05:30,2017-10-16T00:00:00+05:30,2017-10-16T00:00:00+05:30,140-45013,555705-7,37.0,129.0,1
96,Mallur,67017,9,Saundatti,Hosoor,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,115510,2018-09-20T00:00:00+05:30,2018-09-25T00:00:00+05:30,2018-09-20T00:00:00+05:30,49-115510,67017-9,38.0,47.0,1
97,Sattigeri,68084,8,Saundatti,Sattigeri,14500,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,106140,2018-07-10T00:00:00+05:30,2018-07-12T00:00:00+05:30,2018-07-10T00:00:00+05:30,49-106140,68084-8,36.0,47.0,1
98,Ranebennur E,131001,4,Ranebennur,Ranebennur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,131982,2019-03-02T00:00:00+05:30,2019-03-04T00:00:00+05:30,2019-03-02T00:00:00+05:30,34-131982,131001-4,38.0,34.0,1
99,Haratalu,786368,1,Hosanagar,Koduru,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,328148,2018-11-15T000000+0530,2018-11-20T000000+0530,2018-11-15T000000+0530,15-328148,786368-1,38.0,15.0,1
100,Shidlehalli,25039,8,Tiptur,KARADI,12500,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,87680,2018-01-19T00:00:00+05:30,2018-01-24T00:00:00+05:30,2018-01-19T00:00:00+05:30,57-87680,25039-8,36.0,55.0,1
101,Dugganahalli,406144,7,Malavalli,THALAGAVADI,15500,Solar Light Selco,SH4HLS,4 COMBI Light,SKDRDP,SELCO,184912,2019-01-16T00:00:00+05:30,2019-01-23T00:00:00+05:30,2019-01-16T00:00:00+05:30,108-184912,406144-7,50.0,100.0,1
102,Mamadapur K.L,86686,1,Chikodi,Akkol,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,173043,2018-07-03T00:00:00+05:30,2018-07-03T00:00:00+05:30,2018-07-03T00:00:00+05:30,45-173043,86686-1,38.0,43.0,1
103,Madapura Village Panchayatha,225237,12,Heggadevanakote,MADAPURA,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,60265,2017-10-11T00:00:00+05:30,2017-10-11T00:00:00+05:30,2017-10-11T00:00:00+05:30,66-60265,225237-12,35.0,63.0,1
104,KVCamp,281754,9,Channagere,Thyavanige,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,286436,2018-11-15T000000+0530,2018-11-19T000000+0530,2018-11-15T000000+0530,91-286436,281754-9,38.0,88.0,1
105,K SHETTIHALLI,401529,2,Shrirangapatna,KODIYALA,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,146987,2017-10-06T00:00:00+05:30,2017-10-11T00:00:00+05:30,2017-10-06T00:00:00+05:30,107-146987,401529-2,37.0,99.0,1
106,Ukkalagere,220366,4,Thirumakodlu-Narasipura,THALAKAD,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,93731,2017-12-06T00:00:00+05:30,2017-12-11T00:00:00+05:30,2017-12-06T00:00:00+05:30,69-93731,220366-4,37.0,66.0,1
107,Hothagere,396141,1,Maddur,KESTHURU,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,131848,2017-12-02T00:00:00+05:30,2017-12-07T00:00:00+05:30,2017-12-02T00:00:00+05:30,106-131848,396141-1,37.0,98.0,1
108,Kadanga,881055,10,Virajpet,Virajpet,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,412964,2018-07-08T00:00:00+05:30,2018-07-12T00:00:00+05:30,2018-07-08T00:00:00+05:30,28-412964,881055-10,35.0,28.0,1
109,Holalkere Town,317133,1,Holalkere,Arehalli,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,143229,2018-09-26T00:00:00+05:30,2018-09-26T00:00:00+05:30,2018-09-26T00:00:00+05:30,80-143229,317133-1,38.0,77.0,1
110,Devaragudi,472432,6,Sindhanur,Thurvihala,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,87251,2018-07-23T00:00:00+05:30,2018-07-25T00:00:00+05:30,2018-07-23T00:00:00+05:30,121-87251,472432-6,35.0,113.0,1
111,Karkeshwar,850997,11,Koppa,Jayapura,45000,Solar Light Selco,S14HLS,10 CFL + 2 Fan,SKDRDP,SELCO,276209,2018-01-27T00:00:00+05:30,2018-02-01T00:00:00+05:30,2018-01-27T00:00:00+05:30,22-276209,850997-11,41.0,22.0,1
112,Bharathinagara,396797,10,Maddur,BHARATHINAGAR,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,132998,2017-12-05T00:00:00+05:30,2017-12-12T00:00:00+05:30,2017-12-05T00:00:00+05:30,106-132998,396797-10,38.0,98.0,1
113,KASBI CAMP,461927,9,Rayachur,KALMALA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,154648,2019-04-10T00:00:00+05:30,2019-04-15T00:00:00+05:30,2019-04-10T00:00:00+05:30,119-154648,461927-9,38.0,111.0,1
114,Donevadi,1045220,3,Chikodi,Karadaga,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,172752,2018-07-02T00:00:00+05:30,2018-07-02T00:00:00+05:30,2018-07-02T00:00:00+05:30,45-172752,1045220-3,38.0,43.0,1
115,Koila,621788,1,Puttur,Kadaba,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,466922,2018-10-30T000000+0530,2018-11-06T000000+0530,2018-10-30T000000+0530,5-466922,621788-1,38.0,5.0,1
116,HAGARE,362238,5,Belur,HAGARE,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,103655,2018-06-16T00:00:00+05:30,2018-06-21T00:00:00+05:30,2018-06-16T00:00:00+05:30,99-103655,362238-5,38.0,91.0,1
117,MUJAWARAMOHALLA WARD,366937,3,Arasikere,KASABA,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,184557,2018-11-14T000000+0530,2018-11-19T000000+0530,2018-11-14T000000+0530,100-184557,366937-3,35.0,92.0,1
118,Malluru,121202,1,Haveri,Kaginele,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,162199,2019-01-04T00:00:00+05:30,2019-01-07T00:00:00+05:30,2019-01-04T00:00:00+05:30,35-162199,121202-1,38.0,35.0,1
119,SATHENAHALLI B,372693,13,Channarayapatna,UDAYAPURA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,231397,2019-01-10T00:00:00+05:30,2019-01-17T00:00:00+05:30,2019-01-10T00:00:00+05:30,101-231397,372693-13,38.0,93.0,1
120,Alur,980661,1,Jevargi,Ijeri,10500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,26334,2018-01-16T00:00:00+05:30,2018-01-18T00:00:00+05:30,2018-01-16T00:00:00+05:30,167-26334,980661-1,43.0,155.0,1
121,Bidanal,105845,13,Hubli,Gabbur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,377274,2019-03-03T00:00:00+05:30,2019-03-04T00:00:00+05:30,2019-03-03T00:00:00+05:30,31-377274,105845-13,38.0,31.0,1
122,Anekere,20273,8,Turuvekere,Kasaba,15500,Solar Light Selco,SH4HLS,4 COMBI Light,SKDRDP,SELCO,152476,2019-03-11T00:00:00+05:30,2019-03-11T00:00:00+05:30,2019-03-11T00:00:00+05:30,58-152476,20273-8,50.0,56.0,1
123,Chordi,750607,2,Shimoga,Kumsi,9500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,634707,2018-02-10T00:00:00+05:30,2018-02-14T00:00:00+05:30,2018-02-10T00:00:00+05:30,23-634707,750607-2,43.0,23.0,1
124,GAMANAHALLI,400947,5,Shrirangapatna,KODIYALA,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,181050,2017-12-18T00:00:00+05:30,2017-12-20T00:00:00+05:30,2017-12-18T00:00:00+05:30,107-181050,400947-5,37.0,99.0,1
125,Hankere,390712,1,Mandya,Mandya Rural,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,167709,2017-10-16T00:00:00+05:30,2017-10-18T00:00:00+05:30,2017-10-16T00:00:00+05:30,105-167709,390712-1,37.0,97.0,1
126,Kashipura Camp,282722,4,Channagere,Kabbala,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,183327,2018-09-06T00:00:00+05:30,2018-09-10T00:00:00+05:30,2018-09-06T00:00:00+05:30,91-183327,282722-4,38.0,88.0,1
127,Kysamballi,570413,1,Bangarpete,Kyasamballi,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,148981,2018-09-17T00:00:00+05:30,2018-09-20T00:00:00+05:30,2018-09-17T00:00:00+05:30,143-148981,570413-1,38.0,132.0,1
128,"Barchi,Haliyal",734993,5,Dandeli,Dhandeli,11500,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,205031,2018-09-22T00:00:00+05:30,2018-09-26T00:00:00+05:30,2018-09-22T00:00:00+05:30,13-205031,734993-5,36.0,13.0,1
129,Jali,704348,2,Honnavar,Heble,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,457600,2019-01-03T00:00:00+05:30,2019-01-08T00:00:00+05:30,2019-01-03T00:00:00+05:30,17-457600,704348-2,38.0,17.0,1
130,Ingalagundi,182325,2,Hirekerur,Hirekerur,12174,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,74379,2018-01-31T00:00:00+05:30,2018-05-16T00:00:00+05:30,2018-01-31T00:00:00+05:30,64-74379,182325-2,36.0,61.0,1
131,Bhatagunaki,951788,1,Indi,CHIKKABEVANUR,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,104549,2019-03-15T00:00:00+05:30,2019-03-18T00:00:00+05:30,2019-03-15T00:00:00+05:30,161-104549,951788-1,38.0,149.0,1
132,Umesha Sthanamoola,642642,10,Bantwal,Salethuru,26000,Solar Light Selco,SB8HLS,8 CFL,SKDRDP,SELCO,652431,2018-09-20T00:00:00+05:30,2018-09-28T00:00:00+05:30,2018-09-20T00:00:00+05:30,10-652431,642642-10,47.0,10.0,1
133,Handanakere,31863,10,Chiknayakanahalli,Handanakere,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,90910,2018-07-24T00:00:00+05:30,2018-07-27T00:00:00+05:30,2018-07-24T00:00:00+05:30,56-90910,31863-10,38.0,54.0,1
134,BENDEKERE,367355,3,Arasikere,BENDEKERE,9500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,191876,2019-03-09T00:00:00+05:30,2019-03-11T00:00:00+05:30,2019-03-09T00:00:00+05:30,100-191876,367355-3,43.0,92.0,1
135,BOMMARABETTU,662325,16,Karkala,Karkala Rural,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,945500,2019-01-13T00:00:00+05:30,2019-01-14T00:00:00+05:30,2019-01-13T00:00:00+05:30,3-945500,662325-16,38.0,3.0,1
136,Moogabasav,910964,3,Bailahongal,Belavadi,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,137460,2018-09-21T00:00:00+05:30,2018-09-24T00:00:00+05:30,2018-09-21T00:00:00+05:30,50-137460,910964-3,38.0,48.0,1
137,Hosahalli,405285,9,Malavalli,Belakavadi,23000,Solar Light Selco,SB6HLS,6 CFL,SKDRDP,SELCO,82484,2017-10-14T00:00:00+05:30,2017-10-23T00:00:00+05:30,2017-10-14T00:00:00+05:30,108-82484,405285-9,46.0,100.0,1
138,W/o Susaynad,757608,12,Shimoga,Shivamogga B,15500,Solar Light Selco,SH4HLS,4 COMBI Light,SKDRDP,SELCO,696152,2018-09-25T00:00:00+05:30,2018-09-28T00:00:00+05:30,2018-09-25T00:00:00+05:30,23-696152,757608-12,50.0,23.0,1
139,Palya,237640,13,Kollegal,SATTHEGALA,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,112808,2018-08-27T00:00:00+05:30,2018-09-03T00:00:00+05:30,2018-08-27T00:00:00+05:30,73-112808,237640-13,35.0,70.0,1
140,Siddarodanagara,1024315,3,Hubli,AnandaNagar,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,375038,2019-02-27T00:00:00+05:30,2019-03-01T00:00:00+05:30,2019-02-27T00:00:00+05:30,31-375038,1024315-3,38.0,31.0,1
141,Yaranala,86158,5,Chikodi,Nippani,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,139338,2017-12-02T00:00:00+05:30,2017-12-05T00:00:00+05:30,2017-12-02T00:00:00+05:30,45-139338,86158-5,35.0,43.0,1
142,Tukkanatti,79446,13,Mudalagi,Rajapur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,187028,2019-01-21T00:00:00+05:30,2019-01-23T00:00:00+05:30,2019-01-21T00:00:00+05:30,208-187028,79446-13,38.0,2573.0,1
143,23 Ward,587169,1,Shrinivasapura,Purasabe,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,132194,2018-01-11T00:00:00+05:30,2018-01-18T00:00:00+05:30,2018-01-11T00:00:00+05:30,146-132194,587169-1,37.0,135.0,1
144,Bharathinagara,396659,11,Maddur,BHARATHINAGARA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,90994,2017-10-11T00:00:00+05:30,2017-10-24T00:00:00+05:30,2017-10-11T00:00:00+05:30,106-90994,396659-11,38.0,98.0,1
145,Sirigere,325336,1,Chitradurga,Sirigere,15500,Solar Light Selco,SH4HLS,4 COMBI Light,SKDRDP,SELCO,248954,2018-06-19T00:00:00+05:30,2018-06-19T00:00:00+05:30,2018-06-19T00:00:00+05:30,81-248954,325336-1,50.0,78.0,1
146,Malleshwara,834892,1,Kadur,Hirenallur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,297908,2018-10-31T000000+0530,2018-11-01T000000+0530,2018-10-31T000000+0530,20-297908,834892-1,38.0,20.0,1
147,Maradi,208537,1,Arkalgud,GORURU,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,170224,2018-09-04T00:00:00+05:30,2018-09-10T00:00:00+05:30,2018-09-04T00:00:00+05:30,68-170224,208537-1,38.0,65.0,1
148,Nelamangala,485086,8,Nelamangala,Nelamangala,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,97092,2018-06-25T00:00:00+05:30,2018-07-05T00:00:00+05:30,2018-06-25T00:00:00+05:30,124-97092,485086-8,38.0,116.0,1
149,Nerlahalli,307333,5,Molakalmuru,Molakalmuru,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,93984,2018-09-08T00:00:00+05:30,2018-09-10T00:00:00+05:30,2018-09-08T00:00:00+05:30,82-93984,307333-5,38.0,79.0,1
150,Sadalaga,89845,5,Chikodi,BEDAKIHAL,16500,Solar Light Selco,SB4HLS,4 CFL,SKDRDP,SELCO,181923,2018-09-08T00:00:00+05:30,2018-09-10T00:00:00+05:30,2018-09-08T00:00:00+05:30,45-181923,89845-5,44.0,43.0,1
151,A. Hosahalli,21556,4,Turuvekere,Dhandinashivara,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,116949,2018-09-03T00:00:00+05:30,2018-09-03T00:00:00+05:30,2018-09-03T00:00:00+05:30,58-116949,21556-4,38.0,56.0,1
152,HOSAKOTI,71488,2,Ramdurg,SALAPUR,14500,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,101869,2018-06-30T00:00:00+05:30,2018-07-03T00:00:00+05:30,2018-06-30T00:00:00+05:30,48-101869,71488-2,36.0,46.0,1
153,BASAWESHWARA NAGARA WARD,365749,1,Arasikere,KASABA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,156076,2018-08-30T00:00:00+05:30,2018-09-03T00:00:00+05:30,2018-08-30T00:00:00+05:30,100-156076,365749-1,38.0,92.0,1
154,Onthradka House  # 2-551 kodimbala Kodimbala village D K,624753,2,Puttur,Kadaba,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,447588,2018-09-20T00:00:00+05:30,2018-09-26T00:00:00+05:30,2018-09-20T00:00:00+05:30,5-447588,624753-2,38.0,5.0,1
155,RANGAPURA,367095,3,Arasikere,HARANAHALLI,10500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,157088,2018-09-08T00:00:00+05:30,2018-09-14T00:00:00+05:30,2018-09-08T00:00:00+05:30,100-157088,367095-3,43.0,92.0,1
156,Dugnoor,990663,1,Sedam,Motakpalli,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,121470,2019-03-11T00:00:00+05:30,2019-03-12T00:00:00+05:30,2019-03-11T00:00:00+05:30,169-121470,990663-1,38.0,157.0,1
157,HULAGUR,136852,3,Shiggon,Hulagur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,112812,2019-03-10T00:00:00+05:30,2019-03-12T00:00:00+05:30,2019-03-10T00:00:00+05:30,33-112812,136852-3,38.0,33.0,1
158,Soladevanahalli,486036,4,Nelamangala,Nelamangala Kasabha,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,128322,2019-03-16T00:00:00+05:30,2019-03-20T00:00:00+05:30,2019-03-16T00:00:00+05:30,124-128322,486036-4,38.0,116.0,1
159,Kallur,916253,9,Homnabad,Kallur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,161575,2018-11-13T000000+0530,2018-11-16T000000+0530,2018-11-13T000000+0530,154-161575,916253-9,38.0,142.0,1
160,Nelli Hudikeri,876123,5,Somwarpet,Kushalanagar,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,421491,2018-11-03T000000+0530,2018-11-06T000000+0530,2018-11-03T000000+0530,29-421491,876123-5,38.0,29.0,1
161,Ingali,87309,12,Chikodi,ANKALI B,12500,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,191023,2018-09-20T00:00:00+05:30,2018-09-24T00:00:00+05:30,2018-09-20T00:00:00+05:30,45-191023,87309-12,36.0,43.0,1
162,Dambal,158389,10,Shirahatti,Dambal,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,90520,2018-11-02T000000+0530,2018-11-08T000000+0530,2018-11-02T000000+0530,37-90520,158389-10,38.0,37.0,1
163,Sujjaluru,406372,1,Malavalli,MALAVALLI,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,180528,2018-11-21T000000+0530,2018-11-23T000000+0530,2018-11-21T000000+0530,108-180528,406372-1,38.0,100.0,1
164,Madlur Kamakshi,40437,15,Sira,Shira,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,123363,2018-11-06T000000+0530,2018-11-07T000000+0530,2018-11-06T000000+0530,54-123363,40437-15,38.0,52.0,1
165,Kundgol,1026045,16,Kundagol,kundgol,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,121822,2018-07-21T00:00:00+05:30,2018-07-23T00:00:00+05:30,2018-07-21T00:00:00+05:30,207-121822,1026045-16,35.0,161.0,1
166,NAKKALAHALLI,535765,8,Gauribidanur,NAGARAGERE,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,59762,2017-10-08T00:00:00+05:30,2017-10-12T00:00:00+05:30,2017-10-08T00:00:00+05:30,136-59762,535765-8,37.0,125.0,1
167,H HOSAKOTE,581953,6,Malur,Lakkuru,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,122587,2018-05-23T00:00:00+05:30,2018-06-04T00:00:00+05:30,2018-05-23T00:00:00+05:30,145-122587,581953-6,38.0,134.0,1
168,Nonavinakere,25465,3,Tiptur,NONAVINAKERE,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,85348,2017-12-08T00:00:00+05:30,2017-12-14T00:00:00+05:30,2017-12-08T00:00:00+05:30,57-85348,25465-3,35.0,55.0,1
169,KODIHALLI,600455,9,Kanakapura,KODIHALLI,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,88383,2017-10-14T00:00:00+05:30,2017-10-20T00:00:00+05:30,2017-10-14T00:00:00+05:30,149-88383,600455-9,37.0,138.0,1
170,Hirekodagali,521845,2,Hungunda,Hireshinganagutt,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,90387,2018-09-11T00:00:00+05:30,2018-09-17T00:00:00+05:30,2018-09-11T00:00:00+05:30,131-90387,521845-2,38.0,122.0,1
171,NOSAGERE,581631,8,Malur,Malur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,132209,2018-09-07T00:00:00+05:30,2018-09-14T00:00:00+05:30,2018-09-07T00:00:00+05:30,145-132209,581631-8,38.0,134.0,1
172,Malebennuru,265120,3,Harihara,MALEBENNURU,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,170033,2018-09-22T00:00:00+05:30,2018-09-25T00:00:00+05:30,2018-09-22T00:00:00+05:30,92-170033,265120-3,38.0,89.0,1
173,Kuruvinakoppa,1025255,1,Kundagol,Hirehonnalli,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,175637,2019-03-07T00:00:00+05:30,2019-03-08T00:00:00+05:30,2019-03-07T00:00:00+05:30,207-175637,1025255-1,38.0,161.0,1
174,Hanagodu,213601,4,Hunsur,HANAGODU,10500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,144769,2018-09-21T00:00:00+05:30,2018-09-24T00:00:00+05:30,2018-09-21T00:00:00+05:30,72-144769,213601-4,43.0,69.0,1
175,Murdi,291787,1,Yelburga,Bevoor,36000,Solar Light Selco,S10HLS,10 CFL,SKDRDP,SELCO,85702,2018-06-11T00:00:00+05:30,2018-06-11T00:00:00+05:30,2018-06-11T00:00:00+05:30,84-85702,291787-1,40.0,81.0,1
176,Naravi,612553,3,Belthangady,Naravi,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,639231,2019-01-05T00:00:00+05:30,2019-01-08T00:00:00+05:30,2019-01-05T00:00:00+05:30,2-639231,612553-3,38.0,2.0,1
177,Sedam (TMC),990118,6,Sedam,Sedam,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,85592,2018-09-10T00:00:00+05:30,2018-09-17T00:00:00+05:30,2018-09-10T00:00:00+05:30,169-85592,990118-6,38.0,157.0,1
178,Madalur,44418,4,Sira,Shira,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,126533,2018-12-28T00:00:00+05:30,2019-01-02T00:00:00+05:30,2018-12-28T00:00:00+05:30,54-126533,44418-4,38.0,52.0,1
179,Yalgur,947129,8,Muddebihal,HULLUR,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,60410,2018-11-17T000000+0530,2018-11-19T000000+0530,2018-11-17T000000+0530,160-60410,947129-8,38.0,148.0,1
180,Kyathanahali  Village Panchayatha,227812,11,Heggadevanakote,HAMPAPURA,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,59988,2017-10-02T00:00:00+05:30,2017-10-02T00:00:00+05:30,2017-10-02T00:00:00+05:30,66-59988,227812-11,37.0,63.0,1
181,ICHANAHALLI,375355,5,Holenarasipura,PURASABHE,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,200449,2019-03-01T00:00:00+05:30,2019-03-04T00:00:00+05:30,2019-03-01T00:00:00+05:30,102-200449,375355-5,35.0,94.0,1
182,Nagur,521373,2,Hungunda,Hungund,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,111777,2019-03-23T00:00:00+05:30,2019-03-25T00:00:00+05:30,2019-03-23T00:00:00+05:30,131-111777,521373-2,38.0,122.0,1
183,TUPPADAMADU,410644,1,Nagamangala,KASABA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,122307,2018-09-01T00:00:00+05:30,2018-09-07T00:00:00+05:30,2018-09-01T00:00:00+05:30,109-122307,410644-1,38.0,101.0,1
184,Maliyuru,222275,7,Thirumakodlu-Narasipura,HANUMANALU,10500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,117397,2018-06-15T00:00:00+05:30,2018-06-20T00:00:00+05:30,2018-06-15T00:00:00+05:30,69-117397,222275-7,43.0,66.0,1
185,Malleshwara,836242,4,Kadur,Hirenallur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,297928,2018-10-31T000000+0530,2018-11-01T000000+0530,2018-10-31T000000+0530,20-297928,836242-4,38.0,20.0,1
186,Devarshhigihalli,60259,5,Kittur,Bailoor,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,121826,2018-07-18T00:00:00+05:30,2018-07-26T00:00:00+05:30,2018-07-18T00:00:00+05:30,209-121826,60259-5,38.0,2574.0,1
187,Ward19,326120,7,Chitradurga,Town-B,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,316708,2019-04-03T00:00:00+05:30,2019-04-08T00:00:00+05:30,2019-04-03T00:00:00+05:30,81-316708,326120-7,38.0,78.0,1
188,Chinchali,145554,2,gadaga,Mulagunda,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,86089,2018-09-10T00:00:00+05:30,2018-09-12T00:00:00+05:30,2018-09-10T00:00:00+05:30,38-86089,145554-2,38.0,38.0,1
189,SHETTIHALLI BEEDI,591777,3,Ramanagara,RAMANAGARA,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,99717,2017-12-08T00:00:00+05:30,2017-12-14T00:00:00+05:30,2017-12-08T00:00:00+05:30,147-99717,591777-3,37.0,136.0,1
190,Sathkhed,981342,1,Jevargi,Ijeri,10500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,66198,2019-01-09T00:00:00+05:30,2019-01-15T00:00:00+05:30,2019-01-09T00:00:00+05:30,167-66198,981342-1,43.0,155.0,1
